网址,标题
http://www.cuc.edu.cn/news/2015/0317/c1901a163211/page.htm,"
国家新闻出版广电总局传媒司向我校广告学院致感谢信
"
http://www.cuc.edu.cn/news/2015/0317/c1901a163210/page.htm,"
“生长”—广告学院设计系教学成果展开幕
"
http://www.cuc.edu.cn/news/2015/0317/c1901a163209/page.htm,"
我校原创动画片《功夫兔与菜包狗》再获国际金奖
"
http://www.cuc.edu.cn/news/2015/0317/c1901a163208/page.htm,"
国际新闻传播硕士班师生参加央行两会新闻发布会
"
http://www.cuc.edu.cn/news/2015/0316/c1901a163207/page.htm,"
我校召开“平安校园”创建工作推进会
"
http://www.cuc.edu.cn/news/2015/0313/c1901a163206/page.htm,"
我校学生工作在2014年北京高校宣教工作中获多项奖励
"
http://www.cuc.edu.cn/news/2015/0311/c1901a163804/page.htm,"
艺术学部教师高路编剧作品河南卫视热播
"
http://www.cuc.edu.cn/news/2015/0311/c1901a163205/page.htm,"
艺术学部学生作品入围国际知名动漫节Animex
"
http://www.cuc.edu.cn/news/2015/0310/c1901a163803/page.htm,"
我校三位教授荣获2014年度国务院政府特殊津贴
"
http://www.cuc.edu.cn/news/2015/0310/c1901a163802/page.htm,"
我校主办的“当代中国广告荷兰巡展”引海内外广泛关注
"
http://www.cuc.edu.cn/news/2015/0310/c1901a163801/page.htm,"
我校召开国家内容银行实验室筹备研讨会
"
http://www.cuc.edu.cn/news/2015/0309/c1901a163800/page.htm,"
南水北调题材微电影获最佳公益奖
"
http://www.cuc.edu.cn/news/2015/0306/c1901a163799/page.htm,"
段鹏教授入选2014年国家百千万人才工程
"
http://www.cuc.edu.cn/news/2015/0306/c1901a163798/page.htm,"
教务处组织召开2014-2015学年第二学期首次教学例会
"
http://www.cuc.edu.cn/news/2015/0305/c1901a163797/page.htm,"
我校2015年北京市先进工作者候选人事迹报告会召开
"
http://www.cuc.edu.cn/news/2015/0305/c1901a163796/page.htm,"
我校交响乐团喜获全国第四届大学生艺术展演专业组一等奖
"
http://www.cuc.edu.cn/news/2015/0304/c1901a163795/page.htm,"
仲呈祥教授、廖祥忠教授受聘教育部第六届艺教委副主任、常务委员
"
http://www.cuc.edu.cn/news/2015/0302/c1901a163794/page.htm,"
文化发展研究院寒假期间完成多项国家文化建设重要咨询工作课题
"
http://www.cuc.edu.cn/news/2015/0302/c1901a163793/page.htm,"
中国传媒大学艺术类招考部分专业公布初试合格名单进入复试阶段
"
http://www.cuc.edu.cn/news/2015/0226/c1901a163792/page.htm,"
中国传媒大学艺术类本科专业2015年招生考试今日开考
"
http://www.cuc.edu.cn/news/2015/0225/c1901a163791/page.htm,"
中国传媒大学艺术类本科专业2015年招生考试工作准备就绪
"
http://www.cuc.edu.cn/news/2015/0224/c1901a163790/page.htm,"
康辉欧阳夏丹郎永淳李梓萌：匆匆那年艺考时
"
http://www.cuc.edu.cn/news/2015/0219/c1901a163789/page.htm,"
除夕献彩 为校争光——校合唱团再登央视春晚舞台
"
http://www.cuc.edu.cn/news/2015/0218/c1901a163788/page.htm,"
校领导除夕看望慰问值班教职工和留校学生
"
http://www.cuc.edu.cn/news/2015/0214/c1901a163787/page.htm,"
陈文申书记视察校教育基金会秘书处工作
"
http://www.cuc.edu.cn/news/2015/0202/c1901a163786/page.htm,"
我校范周老师当选北京市朝阳区第十二届政协委员
"
http://www.cuc.edu.cn/news/2015/0201/c1901a163785/page.htm,"
校领导带队前往苏州研究院进行产业工作调研
"
http://www.cuc.edu.cn/news/2015/0201/c1901a163784/page.htm,"
我校召开《中国高等教育质量报告》传播团队首次会议
"
http://www.cuc.edu.cn/news/2015/0129/c1901a163783/page.htm,"
国家文化产业创新实验区专题研讨会在我校召开
"
http://www.cuc.edu.cn/news/2015/0128/c1901a163782/page.htm,"
艺术学部召开2015年度艺术类本科招生布置会
"
http://www.cuc.edu.cn/news/2015/0127/c1901a163781/page.htm,"
我校召开“平安校园”创建工作推进布置会
"
http://www.cuc.edu.cn/news/2015/0127/c1901a163780/page.htm,"
挺进南极冰盖最高点
"
http://www.cuc.edu.cn/news/2015/0127/c1901a163779/page.htm,"
探寻一段消逝的历史——走近中国新闻奖获奖作品《逝》
"
http://www.cuc.edu.cn/news/2015/0127/c1901a163778/page.htm,"
山东英克莱光电技术有限公司捐赠仪式举行
"
http://www.cuc.edu.cn/news/2015/0127/c1901a163777/page.htm,"
第二届新闻•出版类期刊主编圆桌论坛在我校召开
"
http://www.cuc.edu.cn/news/2015/0126/c1901a163776/page.htm,"
学校关工委举办教育实践基地授牌仪式
"
http://www.cuc.edu.cn/news/2015/0126/c1901a163775/page.htm,"
学校关工委召开2015年工作会议
"
http://www.cuc.edu.cn/news/2015/0126/c1901a163774/page.htm,"
我校召开2015年艺术类招生动员大会
"
http://www.cuc.edu.cn/news/2015/0123/c1901a163773/page.htm,"
我校图书馆获北京市高校图工委嘉奖
"
http://www.cuc.edu.cn/news/2015/0122/c1901a163772/page.htm,"
《求是》杂志刊文高度评价电视剧《国家审计》
"
http://www.cuc.edu.cn/news/2015/0120/c1901a163771/page.htm,"
我校喜获北京市教育系统2014年工会工作多个奖项
"
http://www.cuc.edu.cn/news/2015/0120/c1901a163770/page.htm,"
我校与北京市人民政府新闻办公室签订项目合作协议
"
http://www.cuc.edu.cn/news/2015/0120/c1901a163769/page.htm,"
胡正荣副校长会见西班牙驻华使馆文化参赞及教育参赞
"
http://www.cuc.edu.cn/news/2015/0116/c1901a163766/page.htm,"
中国广播电影电视社会组织联合会高校传媒研究基地2013年结项暨20...
"
http://www.cuc.edu.cn/news/2015/0116/c1901a163765/page.htm,"
中国广播电影电视社会组织联合会高校传媒研究基地换届工作会在我...
"
http://www.cuc.edu.cn/news/2015/0116/c1901a163768/page.htm,"
我校第一届教代会2015年人事工作专题会议召开
"
http://www.cuc.edu.cn/news/2015/0116/c1901a163767/page.htm,"
教育部人文社科重点研究基地召开项目汇报与交流会
"
http://www.cuc.edu.cn/news/2015/0115/c1901a163764/page.htm,"
我校2015年寒假招生宣传学生志愿团动员大会召开
"
http://www.cuc.edu.cn/news/2015/0114/c1901a163763/page.htm,"
艺术学部召开“人才工作会议暨教授会成立大会”
"
http://www.cuc.edu.cn/news/2015/0114/c1901a163762/page.htm,"
媒介融合时代的国际传媒政策与法律研讨会举办
"
http://www.cuc.edu.cn/news/2015/0113/c1901a163761/page.htm,"
我校被评为2014年度朝阳区人才工作先进单位
"
http://www.cuc.edu.cn/news/2015/0112/c1901a163760/page.htm,"
《中国大百科全书》第三版传播学卷编委会第一次会议召开
"
http://www.cuc.edu.cn/news/2015/0112/c1901a163759/page.htm,"
我校获批为“中国—东盟教育培训中心”承办单位
"
http://www.cuc.edu.cn/news/2015/0109/c1901a163758/page.htm,"
教育部巡视组向中国传媒大学反馈巡视工作情况
"
http://www.cuc.edu.cn/news/2015/0109/c1901a163757/page.htm,"
我校发布2014年度中国十大传媒法事例
"
http://www.cuc.edu.cn/news/2015/0108/c1901a163756/page.htm,"
我校3部教材入选第二批“十二五”普通高等教育本科国家级规划教...
"
http://www.cuc.edu.cn/news/2015/0108/c1901a163755/page.htm,"
我校发布“2014媒体关注度十大榜单”
"
http://www.cuc.edu.cn/news/2015/0108/c1901a163754/page.htm,"
我校2014年大学生暑期社会实践工作获北京市多项表彰
"
http://www.cuc.edu.cn/news/2015/0108/c1901a163753/page.htm,"
中国传媒大学“十大新闻”公布  校庆晚会最受关注
"
http://www.cuc.edu.cn/news/2015/0107/c1901a163752/page.htm,"
2013-2014综合测评及评优评奖工作总结研讨会召开
"
http://www.cuc.edu.cn/news/2015/0106/c1901a163751/page.htm,"
第八届“子牛杯”社会调查颁奖暨首届“耕牛杯”启动仪式举行
"
http://www.cuc.edu.cn/news/2015/0106/c1901a163750/page.htm,"
校交响乐团师生奔赴西柏坡举办新年音乐会
"
http://www.cuc.edu.cn/news/2015/0105/c1901a163749/page.htm,"
我校青年教师社会调研成果获教工委奖励
"
http://www.cuc.edu.cn/news/2015/0105/c1901a163748/page.htm,"
中央电视台电视剧频道总监张子扬赠书活动举行
"
http://www.cuc.edu.cn/news/2015/0105/c1901a163747/page.htm,"
艺术学部与江西交警总队联合创作的微电影《老路》开机
"
http://www.cuc.edu.cn/news/2015/0104/c1901a163746/page.htm,"
校领导看望慰问原全国政协委员柯惠新教授
"
http://www.cuc.edu.cn/news/2015/0104/c1901a163745/page.htm,"
我校新增设计学博士后流动站
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163744/page.htm,"
我校国家社科基金特别委托课题“《公共文化服务保障法》立法研究...
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163743/page.htm,"
我校成为北京高校新闻出版类专业群主任委员单位
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163742/page.htm,"
中国传媒大学2013-2014学年度“中央三台奖”、“星光奖”、“凤...
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163741/page.htm,"
苏志武校长率团出访韩国三星集团、SK集团
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163740/page.htm,"
2015年中国传媒大学新年音乐会圆满落幕
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163739/page.htm,"
第六届中国民族文化产业发展论坛在我校举行
"
http://www.cuc.edu.cn/news/2014/1231/c1901a163736/page.htm,"
理工学部召开2014年度总结表彰大会
"
http://www.cuc.edu.cn/news/2014/1230/c1901a163738/page.htm,"
中国传媒大学考点2015年全国硕士研究生招生考试圆满结束
"
http://www.cuc.edu.cn/news/2014/1230/c1901a163737/page.htm,"
“迎新春第二届教职工书法展”开展
"
http://www.cuc.edu.cn/news/2014/1230/c1901a163735/page.htm,"
我校学生在“高教社杯”全国大学生数学建模竞赛中获佳绩
"
http://www.cuc.edu.cn/news/2014/1229/c1901a163734/page.htm,"
学生工作处组织召开2014年学生工作总结研讨会
"
http://www.cuc.edu.cn/news/2014/1229/c1901a163733/page.htm,"
第四届“光影纪年——中国纪录片学院奖”举行颁奖典礼
"
http://www.cuc.edu.cn/news/2014/1229/c1901a163732/page.htm,"
2014年度“马克思主义传播与大众化论坛”在我校举行
"
http://www.cuc.edu.cn/news/2014/1227/c1901a163731/page.htm,"
新闻传播学部完成“南水北调中线工程渠首水源地南阳推广”项目
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163730/page.htm,"
我校召开女教授协会第三届会员大会
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163729/page.htm,"
中国传媒大学十大新闻，你投了吗？
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163728/page.htm,"
我校本科教学质量评估现场检查工作顺利完成
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163727/page.htm,"
理工学部2012级电信2班获评北京市“我的班级我的家”优秀示范班...
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163726/page.htm,"
2015中外学生新年联欢晚会圆满举行
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163725/page.htm,"
全国大学英语四、六级考试我校考点工作顺利完成
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163724/page.htm,"
传媒MBA学子创业故事
"
http://www.cuc.edu.cn/news/2014/1226/c1901a163723/page.htm,"
“人民共和国党报论坛”第十一届（2014）年会召开
"
http://www.cuc.edu.cn/news/2014/1225/c1901a163722/page.htm,"
向梦想的方向前进——访我校毕业生、美国学生奥斯卡动画银奖获得者...
"
http://www.cuc.edu.cn/news/2014/1224/c1901a163721/page.htm,"
各学部、直属学院主管办公室工作负责人座谈会召开
"
http://www.cuc.edu.cn/news/2014/1224/c1901a163720/page.htm,"
教育部高等学校动画、数字媒体专业教指委2014年度工作会议召开
"
http://www.cuc.edu.cn/news/2014/1224/c1901a163719/page.htm,"
招生办召开教师宣传工作总结暨座谈会
"
http://www.cuc.edu.cn/news/2014/1223/c1901a163718/page.htm,"
中国电影资料馆馆长一行到访我校
"
http://www.cuc.edu.cn/news/2014/1223/c1901a163716/page.htm,"
“好记者讲好故事”全国巡讲首站在我校举行
"
http://www.cuc.edu.cn/news/2014/1222/c1901a163717/page.htm,"
韩国东西大学音乐剧《猫》在我校上演
"
http://www.cuc.edu.cn/news/2014/1222/c1901a163715/page.htm,"
中国传媒大学2014年教职工乒乓球比赛圆满落幕
"
http://www.cuc.edu.cn/news/2014/1222/c1901a163714/page.htm,"
我校承办教育部2014年下半年中外合作办学项目专家评议会
"
http://www.cuc.edu.cn/news/2014/1222/c1901a163713/page.htm,"
“经纬杯”第三届大学生创业大赛年终总决赛举办
"
http://www.cuc.edu.cn/news/2014/1219/c1901a163712/page.htm,"
我校本科教学质量评估现场检查工作启动
"
http://www.cuc.edu.cn/news/2014/1218/c1901a163711/page.htm,"
陈文申书记率团出访南美三校
"
http://www.cuc.edu.cn/news/2014/1218/c1901a163710/page.htm,"
艺术学部青年教师张盈原创爵士专辑首发演唱会成功举行
"
http://www.cuc.edu.cn/news/2014/1218/c1901a163709/page.htm,"
我校刘守安教授当选为中国孔子基金会副会长
"
http://www.cuc.edu.cn/news/2014/1218/c1901a163708/page.htm,"
2014年暑期社会实践成果表彰仪式暨优秀成果交流展示会举行
"
http://www.cuc.edu.cn/news/2014/1218/c1901a163707/page.htm,"
北京青年艺术节比赛：校艺术团包揽5金
"
http://www.cuc.edu.cn/news/2014/1217/c1901a163701/page.htm,"
我校召开研究生教育质量评估“现场评估阶段”工作布置会
"
http://www.cuc.edu.cn/news/2014/1217/c1901a163700/page.htm,"
第十一届风采之星首都高校才艺选拔大赛决赛圆满落幕
"
http://www.cuc.edu.cn/news/2014/1217/c1901a163698/page.htm,"
我校承办的“专业学位教育与文化产业发展对话”活动开幕
"
http://www.cuc.edu.cn/news/2014/1217/c1901a163706/page.htm,"
苏志武校长参观“文化教育实践成果展”并看望我校师生
"
http://www.cuc.edu.cn/news/2014/1217/c1901a163705/page.htm,"
袁军副校长出席“专业学位教育与文化产业发展对话”主论坛
"
http://www.cuc.edu.cn/news/2014/1217/c1901a163704/page.htm,"
网络与新媒体专业教育论坛在我校召开
"
http://www.cuc.edu.cn/news/2014/1216/c1901a163702/page.htm,"
国家文化产业创新实验区正式揭牌成立
"
http://www.cuc.edu.cn/news/2014/1216/c1901a163699/page.htm,"
校友俞岛执导3D电影全国热映
"
http://www.cuc.edu.cn/news/2014/1216/c1901a163697/page.htm,"
2014年全国出版专业学位研究生招生与培养工作会议在我校召开
"
http://www.cuc.edu.cn/news/2014/1216/c1901a163696/page.htm,"
我校2014年退役大学生士兵返校复学
"
http://www.cuc.edu.cn/news/2014/1216/c1901a163703/page.htm,"
国家文化产业创新实验区建设发展研讨会召开
"
http://www.cuc.edu.cn/news/2014/1215/c1901a163694/page.htm,"
袁军副校长会见重庆师范大学校长周泽扬一行
"
http://www.cuc.edu.cn/news/2014/1215/c1901a163693/page.htm,"
我校开展江西高校宣传部长宣传思想专题培训活动
"
http://www.cuc.edu.cn/news/2014/1215/c1901a163692/page.htm,"
第17届“戏剧之夜”系列活动举办
"
http://www.cuc.edu.cn/news/2014/1215/c1901a163691/page.htm,"
2014年秋季学期期末考试动员会顺利召开
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163690/page.htm,"
我校参展第九届文博会
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163689/page.htm,"
本科教学督导专项工作会议顺利召开
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163688/page.htm,"
法治中国的健康与环境议题研讨会召开
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163686/page.htm,"
胡正荣副校长会见英国巴斯斯巴大学校长
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163685/page.htm,"
MBA学院获“2014年度中国学子心中最具竞争力商学院”称号
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163684/page.htm,"
2014中国新媒体传播学年会在我校举行
"
http://www.cuc.edu.cn/news/2014/1211/c1901a163683/page.htm,"
我校党委荣获2013年度党内统计工作全优单位
"
http://www.cuc.edu.cn/news/2014/1210/c1901a163687/page.htm,"
世界冠军凯莉费雪来我校交流
"
http://www.cuc.edu.cn/news/2014/1210/c1901a163682/page.htm,"
胡正荣副校长出席第九届全球孔子学院大会
"
http://www.cuc.edu.cn/news/2014/1210/c1901a163681/page.htm,"
苏志武校长会见日本工学院大学校长水野明哲一行
"
http://www.cuc.edu.cn/news/2014/1210/c1901a163680/page.htm,"
我校召开荷兰格罗宁根孔子学院第三届理事会议
"
http://www.cuc.edu.cn/news/2014/1210/c1901a163677/page.htm,"
2014星牌杯首都高校大学生台球锦标赛在我校举办
"
http://www.cuc.edu.cn/news/2014/1209/c1901a163679/page.htm,"
MBA学院荣获“新浪2014年度最具品牌影响力MBA院校”称号
"
http://www.cuc.edu.cn/news/2014/1209/c1901a163678/page.htm,"
第十二届明星志愿者颁奖典礼成功举办
"
http://www.cuc.edu.cn/news/2014/1208/c1901a163676/page.htm,"
我校申报的2014年市教工委专项课题获准立项
"
http://www.cuc.edu.cn/news/2014/1208/c1901a163675/page.htm,"
离退休人员党委组织学习十八届四中全会精神
"
http://www.cuc.edu.cn/news/2014/1208/c1901a163674/page.htm,"
“跨界融合 交叉创新——2014中传MBA创业峰会”成功举办
"
http://www.cuc.edu.cn/news/2014/1208/c1901a163673/page.htm,"
我校四家北京市实验教学示范中心通过验收评审
"
http://www.cuc.edu.cn/news/2014/1205/c1901a163672/page.htm,"
我校召开新闻宣传通讯员培训交流会
"
http://www.cuc.edu.cn/news/2014/1205/c1901a163671/page.htm,"
中国传媒大学白杨网手机版网站开通试运行
"
http://www.cuc.edu.cn/news/2014/1205/c1901a163670/page.htm,"
特稿：第十届金鹰奖理论类一等奖获得者杨洪涛专访
"
http://www.cuc.edu.cn/news/2014/1204/c1901a163669/page.htm,"
研究生教育与人才培养专项教学督导工作会议顺利召开
"
http://www.cuc.edu.cn/news/2014/1203/c1901a163668/page.htm,"
陈元猛、车洪才教授获中国外语非通用语教育终身成就奖
"
http://www.cuc.edu.cn/news/2014/1203/c1901a163667/page.htm,"
陈文申书记被授予首都“女教授之友”荣誉称号
"
http://www.cuc.edu.cn/news/2014/1203/c1901a163666/page.htm,"
“当代主旋律行业题材电视剧创作透视”研讨会在我校举行
"
http://www.cuc.edu.cn/news/2014/1203/c1901a163665/page.htm,"
就业指导中心走访新闻传播学部开展创业情况调研
"
http://www.cuc.edu.cn/news/2014/1203/c1901a163664/page.htm,"
第十六届齐越朗诵艺术节暨全国大学生朗诵大会总决赛圆满落幕
"
http://www.cuc.edu.cn/news/2014/1202/c1901a163663/page.htm,"
全媒体资源标签智能服务系统获2014中国报业技术年会技术创新奖
"
http://www.cuc.edu.cn/news/2014/1202/c1901a163662/page.htm,"
中国传媒大学老教授协会2014年年会召开
"
http://www.cuc.edu.cn/news/2014/1201/c1901a163661/page.htm,"
我校2014年继续教育工作会议暨继续教育复办30周年表彰会举行
"
http://www.cuc.edu.cn/news/2014/1128/c1901a163660/page.htm,"
2014年“助学•筑梦•铸人”活动主题报告会成功召开
"
http://www.cuc.edu.cn/news/2014/1128/c1901a163659/page.htm,"
我校召开少数民族学生及困难学生帮扶工作专题汇报研讨会
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163658/page.htm,"
我校成为《中国高等教育》学生通讯社首批授牌单位
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163657/page.htm,"
胡正荣副校长会见芬兰驻华大使馆参赞
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163656/page.htm,"
英国阿伯泰大学副校长一行访问我校
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163655/page.htm,"
我校举行火灾应急疏散演练
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163654/page.htm,"
百度营销研究院与我校MBA学院举行战略合作签字仪式
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163653/page.htm,"
我校举办学生党支部书记集中培训班
"
http://www.cuc.edu.cn/news/2014/1127/c1901a163652/page.htm,"
我校""视听技术与智能控制系统文化部重点实验室""获批成立
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163651/page.htm,"
我校学生在北京高校学生国防教育论文竞赛中获一等奖
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163650/page.htm,"
我校选手获第十二届首都高校英语配音大赛冠军
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163649/page.htm,"
“创新与发展：媒体融合战略高端研讨会”在我校成功举行
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163648/page.htm,"
《歌海情天》主创交流会成功举办
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163647/page.htm,"
亚洲大学生电影展开幕式成功举行
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163646/page.htm,"
《现代传播》再获“全国高校社科名刊”
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163645/page.htm,"
国家广告研究院发布《2014年中美移动互联网调查报告》
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163644/page.htm,"
艺术学部学生获2014中国（广州）国际纪录片节最佳剪辑奖
"
http://www.cuc.edu.cn/news/2014/1125/c1901a163643/page.htm,"
第十六届齐越朗诵艺术节暨全国大学生朗诵大会全国复赛举行
"
http://www.cuc.edu.cn/news/2014/1121/c1901a163642/page.htm,"
中国传媒大学附属学校理事会第一次会议召开
"
http://www.cuc.edu.cn/news/2014/1121/c1901a163641/page.htm,"
《管理创新与企业社会责任——日本CSR系列主题讲座》在我校开讲
"
http://www.cuc.edu.cn/news/2014/1119/c1901a163638/page.htm,"
胡正荣副校长会见英国伯恩茅斯大学副校长
"
http://www.cuc.edu.cn/news/2014/1119/c1901a163640/page.htm,"
纪念白求恩逝世75周年图片展在我校举办
"
http://www.cuc.edu.cn/news/2014/1119/c1901a163639/page.htm,"
特稿：第十三届长江韬奋奖获奖者、我校校友李森专访
"
http://www.cuc.edu.cn/news/2014/1118/c1901a163637/page.htm,"
我校教师谭华导演电影《摇滚英雄》荣获第9届华语青年影像论坛三...
"
http://www.cuc.edu.cn/news/2014/1118/c1901a163636/page.htm,"
我校教师论文荣获第十三届全国广播电视学术优秀论文奖
"
http://www.cuc.edu.cn/news/2014/1117/c1901a163635/page.htm,"
首届“中视广信奖学金”颁奖大会在我校成功举行
"
http://www.cuc.edu.cn/news/2014/1117/c1901a163634/page.htm,"
张育华教授受教育部特聘赴宁夏三校讲学
"
http://www.cuc.edu.cn/news/2014/1117/c1901a163633/page.htm,"
师生作品喜获中国新闻奖 我校鼓励创作初现成果
"
http://www.cuc.edu.cn/news/2014/1115/c1901a163632/page.htm,"
MBA校友作品荣获第九届巴黎中国电影节最佳动画短片大奖
"
http://www.cuc.edu.cn/news/2014/1115/c1901a163631/page.htm,"
2014年度TBS奖学金授予仪式在我校举行
"
http://www.cuc.edu.cn/news/2014/1115/c1901a163630/page.htm,"
我校专题教代会审议并原则通过《中国传媒大学章程（草案）》
"
http://www.cuc.edu.cn/news/2014/1115/c1901a163629/page.htm,"
我校学生作为APEC雁栖湖指挥部优秀志愿者代表领取北京市表彰证书
"
http://www.cuc.edu.cn/news/2014/1115/c1901a163628/page.htm,"
我校学生在第七届全国大学生海洋知识竞赛中喜获二等奖
"
http://www.cuc.edu.cn/news/2014/1115/c1901a163627/page.htm,"
学校召开2014年秋季学期第二次教学例会
"
http://www.cuc.edu.cn/news/2014/1114/c1901a163626/page.htm,"
党委理论学习中心组召开学习扩大会，专题学习十八届四中全会精神
"
http://www.cuc.edu.cn/news/2014/1114/c1901a163625/page.htm,"
我校2014年招生工作总结暨研讨会召开
"
http://www.cuc.edu.cn/news/2014/1114/c1901a163624/page.htm,"
中央电视台2015年校园宣讲会在我校举行
"
http://www.cuc.edu.cn/news/2014/1113/c1901a163623/page.htm,"
我校71名志愿者圆满完成2014年APEC会议周志愿服务工作
"
http://www.cuc.edu.cn/news/2014/1113/c1901a163622/page.htm,"
“中传-密苏里传播学”中外合作办学本科学位喜获教育部批准
"
http://www.cuc.edu.cn/news/2014/1113/c1901a163621/page.htm,"
首届音乐产业高端论坛召开，发布《2014中国音乐产业发展报告》
"
http://www.cuc.edu.cn/news/2014/1112/c1901a163620/page.htm,"
我校2013-2014学年“十佳辅导员”评审会顺利召开
"
http://www.cuc.edu.cn/news/2014/1112/c1901a163619/page.htm,"
我校2013-2014学年“中央三台奖优秀班主任”评审会顺利召开
"
http://www.cuc.edu.cn/news/2014/1106/c1901a163618/page.htm,"
2014年中国科协宣传干部培训班成功举办
"
http://www.cuc.edu.cn/news/2014/1106/c1901a163617/page.htm,"
2013-2014学年“北京市优秀班集体”、“中央三台奖优秀班集体”...
"
http://www.cuc.edu.cn/news/2014/1105/c1901a163616/page.htm,"
我校教师主持的国家社科基金重大项目成果《政治传播活动论》出版
"
http://www.cuc.edu.cn/news/2014/1105/c1901a163615/page.htm,"
“无声”成长里的有声回响
"
http://www.cuc.edu.cn/news/2014/1104/c1901a163614/page.htm,"
推敲打磨，共筑六十年白杨梦
"
http://www.cuc.edu.cn/news/2014/1104/c1901a163613/page.htm,"
专访田智辉：新督导新机制新探索
"
http://www.cuc.edu.cn/news/2014/1104/c1901a163612/page.htm,"
中国传媒大学教学评估进行时
"
http://www.cuc.edu.cn/news/2014/1104/c1901a163611/page.htm,"
袁军副校长会见早稻田大学新闻学院负责人濑川至朗
"
http://www.cuc.edu.cn/news/2014/1104/c1901a163610/page.htm,"
中国高等院校影视学会第十五届年会隆重举行
"
http://www.cuc.edu.cn/news/2014/1103/c1901a163609/page.htm,"
中国广播电视年鉴第30届年会成功举行
"
http://www.cuc.edu.cn/news/2014/1103/c1901a163608/page.htm,"
第九届“《时尚》奖学金”颁奖大会暨校园宣讲会举行
"
http://www.cuc.edu.cn/news/2014/1103/c1901a163607/page.htm,"
华特迪士尼及皮克斯动画大师约翰•拉塞特来我校讲座
"
http://www.cuc.edu.cn/news/2014/1103/c1901a163606/page.htm,"
第一届无线广播技术研讨会在我校召开
"
http://www.cuc.edu.cn/news/2014/1102/c1901a163605/page.htm,"
我校召开国家文化产业创新实验区推进工作会议
"
http://www.cuc.edu.cn/news/2014/1031/c1901a163604/page.htm,"
联合国副秘书长瓦莱丽•阿莫斯访问我校
"
http://www.cuc.edu.cn/news/2014/1031/c1901a163603/page.htm,"
学校召开《中国传媒大学章程》征求意见座谈会
"
http://www.cuc.edu.cn/news/2014/1029/c1901a163602/page.htm,"
理工学部与GE智能平台共建“智能控制系统实验室”
"
http://www.cuc.edu.cn/news/2014/1029/c1901a163601/page.htm,"
校党委理论学习中心组召开集中学习会
"
http://www.cuc.edu.cn/news/2014/1028/c1901a163600/page.htm,"
艺术学部教师喜获中国电视金鹰奖理论奖一等奖
"
http://www.cuc.edu.cn/news/2014/1028/c1901a163599/page.htm,"
艺术学部设计思维创新中心举行成立典礼
"
http://www.cuc.edu.cn/news/2014/1028/c1901a163598/page.htm,"
第九届中国（北京）国际大学生动画节胜利闭幕
"
http://www.cuc.edu.cn/news/2014/1028/c1901a163597/page.htm,"
我校与爱尔兰都柏林城市大学签署合作备忘录
"
http://www.cuc.edu.cn/news/2014/1028/c1901a163596/page.htm,"
袁军副校长会见美国夏威夷教育联盟代表团
"
http://www.cuc.edu.cn/news/2014/1028/c1901a163595/page.htm,"
《走进和田》创作团队参加“五个一工程”奖新疆自治区表彰会
"
http://www.cuc.edu.cn/news/2014/1027/c1901a163594/page.htm,"
第五届中国大学生电视节圆满落幕
"
http://www.cuc.edu.cn/news/2014/1027/c1901a163593/page.htm,"
国际传媒教育学院成立中传-纽约理工媒体技术中心
"
http://www.cuc.edu.cn/news/2014/1027/c1901a163592/page.htm,"
“企业社会责任与中国发展国际学术研讨会”举办
"
http://www.cuc.edu.cn/news/2014/1027/c1901a163591/page.htm,"
第九届中国（北京）国际大学生动画节终审成功举行
"
http://www.cuc.edu.cn/news/2014/1027/c1901a163590/page.htm,"
胡正荣副校长会见英国威斯敏斯特大学副校长
"
